roll_no,gender,race_ethnicity,parental_level_of_education,test_preparation_course,score_id,grade_id
std-3188,male,"group D","associate's degree",False,3188,3188
std-3189,male,"group E","some college",True,3189,3189
std-319,male,"group D","master's degree",True,319,319
std-3190,male,"group E","some college",False,3190,3190
std-3191,male,"group D","some high school",False,3191,3191
std-3192,male,"group D","some high school",True,3192,3192
std-3193,male,"group E","associate's degree",True,3193,3193
std-3194,male,"group C","high school",True,3194,3194
std-3195,male,"group B","some high school",False,3195,3195
std-3196,male,"group C","high school",False,3196,3196
std-3197,male,"group C","associate's degree",False,3197,3197
std-3198,male,"group D","associate's degree",True,3198,3198
std-3199,male,"group C","high school",False,3199,3199
std-32,male,"group A","associate's degree",False,32,32
std-320,male,"group D","some college",False,320,320
std-3200,male,"group C","high school",False,3200,3200
std-3201,male,"group D","bachelor's degree",False,3201,3201
std-3202,male,"group D","some college",False,3202,3202
std-3203,male,"group C","some college",True,3203,3203
std-3204,male,"group E","associate's degree",False,3204,3204
std-3205,male,"group C","associate's degree",False,3205,3205
std-3206,male,"group A","high school",False,3206,3206
std-3207,male,"group D","high school",True,3207,3207
std-3208,male,"group C","some college",False,3208,3208
std-3209,male,"group E","associate's degree",False,3209,3209
std-321,male,"group D","associate's degree",False,321,321
std-3210,male,"group C","some college",True,3210,3210
std-3211,male,"group D","some college",True,3211,3211
std-3212,male,"group C","bachelor's degree",True,3212,3212
std-3213,male,"group C","some college",False,3213,3213
std-3214,male,"group D","some college",False,3214,3214
std-3215,male,"group C","master's degree",True,3215,3215
std-3216,male,"group D","master's degree",False,3216,3216
std-3217,male,"group E","master's degree",True,3217,3217
std-3218,male,"group C","high school",False,3218,3218
std-3219,male,"group C","high school",False,3219,3219
std-322,male,"group E","associate's degree",True,322,322
std-3220,male,"group B","bachelor's degree",False,3220,3220
std-3221,male,"group A","some college",False,3221,3221
std-3222,male,"group E","high school",False,3222,3222
std-3223,male,"group D","associate's degree",False,3223,3223
std-3224,male,"group D","some college",False,3224,3224
std-3225,male,"group B","bachelor's degree",True,3225,3225
std-3226,male,"group E","high school",False,3226,3226
std-3227,male,"group E","high school",False,3227,3227
std-3228,male,"group B","bachelor's degree",True,3228,3228
std-3229,male,"group C","associate's degree",False,3229,3229
std-323,male,"group D","master's degree",False,323,323
std-3230,male,"group E","bachelor's degree",True,3230,3230
std-3231,male,"group D","associate's degree",False,3231,3231
std-3232,male,"group C","associate's degree",False,3232,3232
std-3233,male,"group C","master's degree",False,3233,3233
std-3234,male,"group D","bachelor's degree",True,3234,3234
std-3235,male,"group C","associate's degree",True,3235,3235
std-3236,male,"group E","associate's degree",True,3236,3236
std-3237,male,"group B","associate's degree",False,3237,3237
std-3238,male,"group D","some high school",True,3238,3238
std-3239,male,"group A","high school",True,3239,3239
std-324,male,"group E","master's degree",True,324,324
std-3240,male,"group E","bachelor's degree",True,3240,3240
std-3241,male,"group C","some high school",False,3241,3241
std-3242,male,"group A","bachelor's degree",True,3242,3242
std-3243,male,"group C","some college",False,3243,3243
std-3244,male,"group C","master's degree",True,3244,3244
std-3245,male,"group C","some high school",True,3245,3245
std-3246,male,"group C","associate's degree",True,3246,3246
std-3247,male,"group E","bachelor's degree",True,3247,3247
std-3248,male,"group C","high school",True,3248,3248
std-3249,male,"group B","some high school",False,3249,3249
std-325,male,"group C","high school",False,325,325
std-3250,male,"group D","master's degree",False,3250,3250
std-3251,male,"group E","bachelor's degree",True,3251,3251
std-3252,male,"group C","some high school",True,3252,3252
std-3253,male,"group B","some college",True,3253,3253
std-3254,male,"group E","bachelor's degree",False,3254,3254
std-3255,male,"group C","bachelor's degree",True,3255,3255
std-3256,male,"group A","associate's degree",True,3256,3256
std-3257,male,"group C","associate's degree",True,3257,3257
std-3258,male,"group C","some college",True,3258,3258
std-3259,male,"group A","some high school",True,3259,3259
std-326,male,"group D","some high school",True,326,326
std-3260,male,"group C","some high school",False,3260,3260
std-3261,male,"group C","some high school",False,3261,3261
std-3262,male,"group C","master's degree",True,3262,3262
std-3263,male,"group C","some college",True,3263,3263
std-3264,male,"group B","master's degree",False,3264,3264
std-3265,male,"group B","some college",False,3265,3265
std-3266,male,"group A","associate's degree",False,3266,3266
std-3267,male,"group E","associate's degree",False,3267,3267
std-3268,male,"group B","high school",False,3268,3268
std-3269,male,"group D","bachelor's degree",False,3269,3269
std-327,male,"group B","master's degree",True,327,327
std-3270,male,"group C","some high school",False,3270,3270
std-3271,male,"group E","master's degree",True,3271,3271
std-3272,male,"group C","associate's degree",False,3272,3272
std-3273,male,"group B","some college",False,3273,3273
std-3274,male,"group E","some high school",True,3274,3274
std-3275,male,"group C","high school",True,3275,3275
std-3276,male,"group C","associate's degree",True,3276,3276
std-3277,male,"group E","high school",True,3277,3277
std-3278,male,"group E","high school",True,3278,3278
std-3279,male,"group D","some college",True,3279,3279
std-328,male,"group C","some high school",False,328,328
std-3280,male,"group C","some high school",True,3280,3280
std-3281,male,"group E","high school",True,3281,3281
std-3282,male,"group D","high school",True,3282,3282
std-3283,male,"group B","high school",True,3283,3283
std-3284,male,"group D","associate's degree",True,3284,3284
std-3285,male,"group D","some high school",True,3285,3285
std-3286,male,"group D","some college",False,3286,3286
std-3287,male,"group D","associate's degree",False,3287,3287
std-3288,male,"group B","high school",False,3288,3288
std-3289,male,"group E","associate's degree",True,3289,3289
std-329,male,"group B","associate's degree",True,329,329
std-3290,male,"group C","bachelor's degree",False,3290,3290
std-3291,male,"group A","associate's degree",True,3291,3291
std-3292,male,"group C","some high school",False,3292,3292
std-3293,male,"group C","high school",False,3293,3293
std-3294,male,"group D","associate's degree",False,3294,3294
std-3295,male,"group D","associate's degree",False,3295,3295
std-3296,male,"group C","associate's degree",False,3296,3296
std-3297,male,"group B","some college",True,3297,3297
std-3298,male,"group D","high school",True,3298,3298
std-3299,male,"group B","high school",False,3299,3299
std-33,male,"group C","associate's degree",False,33,33
std-330,male,"group B","bachelor's degree",True,330,330
std-3300,male,"group B","high school",False,3300,3300
std-3301,male,"group E","bachelor's degree",False,3301,3301
std-3302,male,"group D","some college",False,3302,3302
std-3303,male,"group A","associate's degree",False,3303,3303
std-3304,male,"group D","some college",True,3304,3304
std-3305,male,"group A","high school",False,3305,3305
std-3306,male,"group C","some college",False,3306,3306
std-3307,male,"group D","associate's degree",False,3307,3307
std-3308,male,"group D","high school",True,3308,3308
std-3309,male,"group B","high school",False,3309,3309
std-331,male,"group D","bachelor's degree",True,331,331
std-3310,male,"group D","high school",False,3310,3310
std-3311,male,"group B","associate's degree",False,3311,3311
std-3312,male,"group E","some college",True,3312,3312
std-3313,male,"group C","some college",True,3313,3313
std-3314,male,"group D","some high school",True,3314,3314
std-3315,male,"group C","high school",True,3315,3315
std-3316,male,"group E","master's degree",True,3316,3316
std-3317,male,"group D","some college",False,3317,3317
std-3318,male,"group C","some college",True,3318,3318
std-3319,male,"group D","associate's degree",True,3319,3319
std-332,male,"group E","some college",True,332,332
std-3320,male,"group E","master's degree",True,3320,3320
std-3321,male,"group E","high school",False,3321,3321
std-3322,male,"group C","bachelor's degree",True,3322,3322
std-3323,male,"group E","associate's degree",False,3323,3323
std-3324,male,"group E","some high school",False,3324,3324
std-3325,male,"group B","some college",False,3325,3325
std-3326,male,"group C","some college",False,3326,3326
std-3327,male,"group C","bachelor's degree",False,3327,3327
std-3328,male,"group D","some college",False,3328,3328
std-3329,male,"group C","some college",False,3329,3329
std-333,male,"group B","some college",True,333,333
std-3330,male,"group B","associate's degree",False,3330,3330
std-3331,male,"group B","some college",False,3331,3331
std-3332,male,"group C","associate's degree",False,3332,3332
std-3333,male,"group D","master's degree",False,3333,3333
std-3334,male,"group B","high school",True,3334,3334
std-3335,male,"group C","high school",False,3335,3335
std-3336,male,"group B","high school",False,3336,3336
std-3337,male,"group E","associate's degree",True,3337,3337
std-3338,male,"group B","high school",False,3338,3338
std-3339,male,"group C","some high school",False,3339,3339
std-334,male,"group C","bachelor's degree",False,334,334
std-3340,male,"group C","some college",True,3340,3340
std-3341,male,"group B","some high school",True,3341,3341
std-3342,male,"group E","some high school",False,3342,3342
std-3343,male,"group D","some high school",True,3343,3343
std-3344,male,"group C","associate's degree",True,3344,3344
std-3345,male,"group D","associate's degree",False,3345,3345
std-3346,male,"group A","high school",False,3346,3346
std-3347,male,"group C","associate's degree",False,3347,3347
std-3348,male,"group C","associate's degree",False,3348,3348
std-3349,male,"group C","bachelor's degree",False,3349,3349
std-335,male,"group A","some high school",True,335,335
std-3350,male,"group C","high school",False,3350,3350
std-3351,male,"group E","master's degree",False,3351,3351
std-3352,male,"group D","associate's degree",False,3352,3352
std-3353,male,"group C","some college",True,3353,3353
std-3354,male,"group C","high school",False,3354,3354
std-3355,male,"group C","master's degree",False,3355,3355
std-3356,male,"group A","some college",False,3356,3356
std-3357,male,"group C","bachelor's degree",False,3357,3357
std-3358,male,"group C","bachelor's degree",False,3358,3358
std-3359,male,"group D","some high school",True,3359,3359
std-336,male,"group C","some high school",True,336,336
std-3360,male,"group E","some college",False,3360,3360
std-3361,male,"group C","associate's degree",False,3361,3361
std-3362,male,"group B","some college",True,3362,3362
